"week" "question" "score"
"1734" "24" "form.bp2.counsel_preparation" "21.4642969137919"
"1735" "25" "form.bp2.counsel_preparation" "42.5242982154041"
"1736" "26" "form.bp2.counsel_preparation" "50.1953144304929"
"1737" "27" "form.bp2.counsel_preparation" "56.5626713581978"
"1738" "28" "form.bp2.counsel_preparation" "63.6637568053018"
"1739" "29" "form.bp2.counsel_preparation" "0"
"1740" "30" "form.bp2.counsel_preparation" "0"
"1741" "31" "form.bp2.counsel_preparation" "60.3169841003488"
"1742" "32" "form.bp2.counsel_preparation" "64.8978452937452"
"1743" "33" "form.bp2.counsel_preparation" "50.7682422463049"
"1744" "34" "form.bp2.counsel_preparation" "0"
"1745" "35" "form.bp2.counsel_preparation" "0"
"1746" "36" "form.bp2.counsel_preparation" "0"
"1747" "37" "form.bp2.counsel_preparation" "0"
"1748" "38" "form.bp2.counsel_preparation" "0"
"1749" "1" "form.bp2.now_institutional" "16.4364841703884"
"1750" "2" "form.bp2.now_institutional" "0"
"1751" "3" "form.bp2.now_institutional" "0"
"1752" "4" "form.bp2.now_institutional" "49.7803122422619"
"1753" "5" "form.bp2.now_institutional" "68.0175742528809"
"1754" "6" "form.bp2.now_institutional" "0"
"1755" "7" "form.bp2.now_institutional" "45.1220735824691"
"1756" "8" "form.bp2.now_institutional" "0"
"1757" "9" "form.bp2.now_institutional" "45.5017518045585"
"1758" "10" "form.bp2.now_institutional" "0"
"1759" "11" "form.bp2.now_institutional" "48.9815382084004"
"1760" "12" "form.bp2.now_institutional" "45.6606299526924"
"1761" "13" "form.bp2.now_institutional" "58.074523389586"
"1762" "14" "form.bp2.now_institutional" "67.8454168524718"
"1763" "15" "form.bp2.now_institutional" "60.6482088414506"
"1764" "16" "form.bp2.now_institutional" "39.7914306820818"
"1765" "17" "form.bp2.now_institutional" "0"
"1766" "18" "form.bp2.now_institutional" "34.4185149476449"
"1767" "19" "form.bp2.now_institutional" "0"
"1768" "20" "form.bp2.now_institutional" "39.7128941751636"
"1769" "21" "form.bp2.now_institutional" "41.989837621113"
"1770" "22" "form.bp2.now_institutional" "47.6805224878099"
"1771" "23" "form.bp2.now_institutional" "43.7779065692402"
"1772" "24" "form.bp2.now_institutional" "22.1894453339561"
"1773" "25" "form.bp2.now_institutional" "44.0998748109782"
"1774" "26" "form.bp2.now_institutional" "0"
"1775" "27" "form.bp2.now_institutional" "59.0392147281954"
"1776" "28" "form.bp2.now_institutional" "65.7731021374254"
"1777" "29" "form.bp2.now_institutional" "61.0128112847598"
"1778" "30" "form.bp2.now_institutional" "63.1884339707425"
"1779" "31" "form.bp2.now_institutional" "60.0833942499641"
"1780" "32" "form.bp2.now_institutional" "68.53208013392"
"1781" "33" "form.bp2.now_institutional" "54.0884844229352"
"1782" "34" "form.bp2.now_institutional" "94.0757548987987"
"1783" "35" "form.bp2.now_institutional" "67.9440869260042"
"1784" "36" "form.bp2.now_institutional" "75.4058077137489"
"1785" "37" "form.bp2.now_institutional" "78.7432820705808"
"1786" "38" "form.bp2.now_institutional" "40.2734888020757"
"1787" "1" "form.bp2.not_yet_SBA_phone" "0"
"1788" "2" "form.bp2.not_yet_SBA_phone" "0"
"1789" "3" "form.bp2.not_yet_SBA_phone" "0"
"1790" "4" "form.bp2.not_yet_SBA_phone" "0"
"1791" "5" "form.bp2.not_yet_SBA_phone" "0"
"1792" "6" "form.bp2.not_yet_SBA_phone" "0"
"1793" "7" "form.bp2.not_yet_SBA_phone" "0"
"1794" "8" "form.bp2.not_yet_SBA_phone" "0"
"1795" "9" "form.bp2.not_yet_SBA_phone" "0"
"1796" "10" "form.bp2.not_yet_SBA_phone" "0"
"1797" "11" "form.bp2.not_yet_SBA_phone" "0"
"1798" "12" "form.bp2.not_yet_SBA_phone" "0"
"1799" "13" "form.bp2.not_yet_SBA_phone" "0"
"1800" "14" "form.bp2.not_yet_SBA_phone" "0"
"1801" "15" "form.bp2.not_yet_SBA_phone" "0"
"1802" "16" "form.bp2.not_yet_SBA_phone" "0"
"1803" "17" "form.bp2.not_yet_SBA_phone" "0"
"1804" "18" "form.bp2.not_yet_SBA_phone" "0"
"1805" "19" "form.bp2.not_yet_SBA_phone" "0"
"1806" "20" "form.bp2.not_yet_SBA_phone" "0"
"1807" "21" "form.bp2.not_yet_SBA_phone" "0"
"1808" "22" "form.bp2.not_yet_SBA_phone" "0"
"1809" "23" "form.bp2.not_yet_SBA_phone" "0"
"1810" "24" "form.bp2.not_yet_SBA_phone" "0"
"1811" "25" "form.bp2.not_yet_SBA_phone" "0"
"1812" "26" "form.bp2.not_yet_SBA_phone" "0"
"1813" "27" "form.bp2.not_yet_SBA_phone" "0"
"1814" "28" "form.bp2.not_yet_SBA_phone" "0"
"1815" "29" "form.bp2.not_yet_SBA_phone" "0"
"1816" "30" "form.bp2.not_yet_SBA_phone" "0"
"1817" "31" "form.bp2.not_yet_SBA_phone" "0"
"1818" "32" "form.bp2.not_yet_SBA_phone" "0"
"1819" "33" "form.bp2.not_yet_SBA_phone" "0"
"1820" "34" "form.bp2.not_yet_SBA_phone" "0"
"1821" "35" "form.bp2.not_yet_SBA_phone" "0"
"1822" "36" "form.bp2.not_yet_SBA_phone" "0"
"1823" "37" "form.bp2.not_yet_SBA_phone" "0"
"1824" "38" "form.bp2.not_yet_SBA_phone" "0"
"1825" "1" "form.bp2.danger_institution" "37.1180533709142"
"1826" "2" "form.bp2.danger_institution" "25.2708185906043"
"1827" "3" "form.bp2.danger_institution" "18.455951363279"
"1828" "4" "form.bp2.danger_institution" "56.0674846217608"
"1829" "5" "form.bp2.danger_institution" "65.0548143267521"
"1830" "6" "form.bp2.danger_institution" "60.0994877125022"
"1831" "7" "form.bp2.danger_institution" "41.9809965928484"
"1832" "8" "form.bp2.danger_institution" "67.0489810756284"
"1833" "9" "form.bp2.danger_institution" "57.3551538849451"
"1834" "10" "form.bp2.danger_institution" "57.5173470084228"
"1835" "11" "form.bp2.danger_institution" "48.9815382084004"
"1836" "12" "form.bp2.danger_institution" "52.6868973136682"
"1837" "13" "form.bp2.danger_institution" "64.8545623049952"
"1838" "14" "form.bp2.danger_institution" "70.1140007861105"
"1839" "15" "form.bp2.danger_institution" "61.9923524073236"
"1840" "16" "form.bp2.danger_institution" "40.9938695997434"
"1841" "17" "form.bp2.danger_institution" "43.2087449610527"
"1842" "18" "form.bp2.danger_institution" "45.1991710465544"
"1843" "19" "form.bp2.danger_institution" "41.9448466101078"
"1844" "20" "form.bp2.danger_institution" "48.59867445988"
"1845" "21" "form.bp2.danger_institution" "45.9123765121985"
"1846" "22" "form.bp2.danger_institution" "40.0466803119465"
"1847" "23" "form.bp2.danger_institution" "45.6728881239379"
"1848" "24" "form.bp2.danger_institution" "23.7500894979595"
"1849" "25" "form.bp2.danger_institution" "47.1820049115311"
"1850" "26" "form.bp2.danger_institution" "52.4832006360882"
"1851" "27" "form.bp2.danger_institution" "58.8395226891875"
"1852" "28" "form.bp2.danger_institution" "67.3134770340124"
"1853" "29" "form.bp2.danger_institution" "66.474756235787"
"1854" "30" "form.bp2.danger_institution" "62.8251234204512"
"1855" "31" "form.bp2.danger_institution" "60.3405150430112"
"1856" "32" "form.bp2.danger_institution" "65.723202551849"
"1857" "33" "form.bp2.danger_institution" "54.7389681437744"
"1858" "34" "form.bp2.danger_institution" "81.2275113089831"
"1859" "35" "form.bp2.danger_institution" "67.5509640475059"
"1860" "36" "form.bp2.danger_institution" "73.6944755192862"
"1861" "37" "form.bp2.danger_institution" "74.6291409745428"
"1862" "38" "form.bp2.danger_institution" "40.3844198911885"
"1863" "1" "form.bp1.anc4.anc4_blood_pressure" "0"
"1864" "2" "form.bp1.anc4.anc4_blood_pressure" "0"
"1865" "3" "form.bp1.anc4.anc4_blood_pressure" "0"
"1866" "4" "form.bp1.anc4.anc4_blood_pressure" "0"
"1867" "5" "form.bp1.anc4.anc4_blood_pressure" "0"
"1868" "6" "form.bp1.anc4.anc4_blood_pressure" "0"
"1869" "7" "form.bp1.anc4.anc4_blood_pressure" "0"
"1870" "8" "form.bp1.anc4.anc4_blood_pressure" "0"
"1871" "9" "form.bp1.anc4.anc4_blood_pressure" "0"
"1872" "10" "form.bp1.anc4.anc4_blood_pressure" "0"
"1873" "11" "form.bp1.anc4.anc4_blood_pressure" "0"
"1874" "12" "form.bp1.anc4.anc4_blood_pressure" "0"
"1875" "13" "form.bp1.anc4.anc4_blood_pressure" "0"
"1876" "14" "form.bp1.anc4.anc4_blood_pressure" "0"
"1877" "15" "form.bp1.anc4.anc4_blood_pressure" "0"
"1878" "16" "form.bp1.anc4.anc4_blood_pressure" "0"
"1879" "17" "form.bp1.anc4.anc4_blood_pressure" "0"
"1880" "18" "form.bp1.anc4.anc4_blood_pressure" "0"
"1881" "19" "form.bp1.anc4.anc4_blood_pressure" "0"
"1882" "20" "form.bp1.anc4.anc4_blood_pressure" "0"
"1883" "21" "form.bp1.anc4.anc4_blood_pressure" "0"
"1884" "22" "form.bp1.anc4.anc4_blood_pressure" "0"
"1885" "23" "form.bp1.anc4.anc4_blood_pressure" "0"
"1886" "24" "form.bp1.anc4.anc4_blood_pressure" "0"
"1887" "25" "form.bp1.anc4.anc4_blood_pressure" "0"
"1888" "26" "form.bp1.anc4.anc4_blood_pressure" "0"
"1889" "27" "form.bp1.anc4.anc4_blood_pressure" "0"
"1890" "28" "form.bp1.anc4.anc4_blood_pressure" "2.25753513984996"
"1891" "29" "form.bp1.anc4.anc4_blood_pressure" "0"
"1892" "30" "form.bp1.anc4.anc4_blood_pressure" "0"
"1893" "31" "form.bp1.anc4.anc4_blood_pressure" "0"
"1894" "32" "form.bp1.anc4.anc4_blood_pressure" "0"
"1895" "33" "form.bp1.anc4.anc4_blood_pressure" "2.06271655017903"
"1896" "34" "form.bp1.anc4.anc4_blood_pressure" "4.36288274766129"
"1897" "35" "form.bp1.anc4.anc4_blood_pressure" "0"
"1898" "36" "form.bp1.anc4.anc4_blood_pressure" "0"
"1899" "37" "form.bp1.anc4.anc4_blood_pressure" "0"
"1900" "38" "form.bp1.anc4.anc4_blood_pressure" "0"
"1901" "1" "form.bp2.vehicle" "38.0930653821451"
"1902" "2" "form.bp2.vehicle" "23.3997884103889"
"1903" "3" "form.bp2.vehicle" "20.5334549137956"
"1904" "4" "form.bp2.vehicle" "55.3790290664806"
"1905" "5" "form.bp2.vehicle" "77.3212722679649"
"1906" "6" "form.bp2.vehicle" "77.7802937658849"
"1907" "7" "form.bp2.vehicle" "59.9629008795126"
"1908" "8" "form.bp2.vehicle" "55.0482403717391"
"1909" "9" "form.bp2.vehicle" "69.2283743661523"
"1910" "10" "form.bp2.vehicle" "73.224405764082"
"1911" "11" "form.bp2.vehicle" "57.6037537454072"
"1912" "12" "form.bp2.vehicle" "54.7865869780081"
"1913" "13" "form.bp2.vehicle" "76.0578421700784"
"1914" "14" "form.bp2.vehicle" "80.2089146941565"
"1915" "15" "form.bp2.vehicle" "93.0425139699494"
"1916" "16" "form.bp2.vehicle" "42.0024228150808"
"1917" "17" "form.bp2.vehicle" "45.4331846201206"
"1918" "18" "form.bp2.vehicle" "57.0980248910149"
"1919" "19" "form.bp2.vehicle" "34.8655265674192"
"1920" "20" "form.bp2.vehicle" "46.6464340683065"
"1921" "21" "form.bp2.vehicle" "42.0456890615637"
"1922" "22" "form.bp2.vehicle" "50.5643108794728"
"1923" "23" "form.bp2.vehicle" "49.5230703387586"
"1924" "24" "form.bp2.vehicle" "28.1357091133102"
"1925" "25" "form.bp2.vehicle" "46.7052530133599"
"1926" "26" "form.bp2.vehicle" "55.5057921383017"
"1927" "27" "form.bp2.vehicle" "68.2934966894711"
"1928" "28" "form.bp2.vehicle" "64.7313218473632"
"1929" "29" "form.bp2.vehicle" "55.7996962592857"
"1930" "30" "form.bp2.vehicle" "67.5355149781688"
"1931" "31" "form.bp2.vehicle" "65.6068994543821"
"1932" "32" "form.bp2.vehicle" "67.9179355871233"
"1933" "33" "form.bp2.vehicle" "65.1973369052409"
"1934" "34" "form.bp2.vehicle" "86.2742322103258"
"1935" "35" "form.bp2.vehicle" "0"
"1936" "36" "form.bp2.vehicle" "73.8501513453801"
"1937" "37" "form.bp2.vehicle" "75.7114387050927"
"1938" "38" "form.bp2.vehicle" "40.5399187004307"
"1939" "1" "form.bp2.skin_to_skin" "0"
"1940" "2" "form.bp2.skin_to_skin" "0"
"1941" "3" "form.bp2.skin_to_skin" "0"
"1942" "4" "form.bp2.skin_to_skin" "0"
"1943" "5" "form.bp2.skin_to_skin" "0"
"1944" "6" "form.bp2.skin_to_skin" "0"
"1945" "7" "form.bp2.skin_to_skin" "0"
"1946" "8" "form.bp2.skin_to_skin" "0"
"1947" "9" "form.bp2.skin_to_skin" "0"
"1948" "10" "form.bp2.skin_to_skin" "48.937253874599"
"1949" "11" "form.bp2.skin_to_skin" "49.3609037128156"
"1950" "12" "form.bp2.skin_to_skin" "0"
"1951" "13" "form.bp2.skin_to_skin" "0"
"1952" "14" "form.bp2.skin_to_skin" "0"
"1953" "15" "form.bp2.skin_to_skin" "0"
"1954" "16" "form.bp2.skin_to_skin" "0"
"1955" "17" "form.bp2.skin_to_skin" "39.6301154646645"
"1956" "18" "form.bp2.skin_to_skin" "0"
"1957" "19" "form.bp2.skin_to_skin" "0"
"1958" "20" "form.bp2.skin_to_skin" "0"
"1959" "21" "form.bp2.skin_to_skin" "41.1232206913257"
"1960" "22" "form.bp2.skin_to_skin" "0"
"1961" "23" "form.bp2.skin_to_skin" "0"
"1962" "24" "form.bp2.skin_to_skin" "20.6031037800377"
"1963" "25" "form.bp2.skin_to_skin" "44.2370611529028"
"1964" "26" "form.bp2.skin_to_skin" "48.9406571294434"
"1965" "27" "form.bp2.skin_to_skin" "57.7966561966733"
"1966" "28" "form.bp2.skin_to_skin" "65.7731021374254"
"1967" "29" "form.bp2.skin_to_skin" "0"
"1968" "30" "form.bp2.skin_to_skin" "62.2550978660707"
"1969" "31" "form.bp2.skin_to_skin" "60.7026706592274"
"1970" "32" "form.bp2.skin_to_skin" "65.1482239021989"
"1971" "33" "form.bp2.skin_to_skin" "0"
"1972" "34" "form.bp2.skin_to_skin" "80.6370458771"
"1973" "35" "form.bp2.skin_to_skin" "75.7124972884775"
"1974" "36" "form.bp2.skin_to_skin" "76.5341651115821"
"1975" "37" "form.bp2.skin_to_skin" "76.7035228890093"
"1976" "38" "form.bp2.skin_to_skin" "0"
"1977" "1" "form.nextvisit" "0"
"1978" "2" "form.nextvisit" "0"
"1979" "3" "form.nextvisit" "0"
"1980" "4" "form.nextvisit" "0"
"1981" "5" "form.nextvisit" "0"
"1982" "6" "form.nextvisit" "0"
"1983" "7" "form.nextvisit" "0"
"1984" "8" "form.nextvisit" "0"
"1985" "9" "form.nextvisit" "0"
"1986" "10" "form.nextvisit" "0"
"1987" "11" "form.nextvisit" "0"
"1988" "12" "form.nextvisit" "0"
"1989" "13" "form.nextvisit" "0"
"1990" "14" "form.nextvisit" "0"
"1991" "15" "form.nextvisit" "0"
"1992" "16" "form.nextvisit" "0"
"1993" "17" "form.nextvisit" "0"
"1994" "18" "form.nextvisit" "0"
"1995" "19" "form.nextvisit" "0"
"1996" "20" "form.nextvisit" "0"
"1997" "21" "form.nextvisit" "0"
"1998" "22" "form.nextvisit" "0"
"1999" "23" "form.nextvisit" "0"
"2000" "24" "form.nextvisit" "0"
"2001" "25" "form.nextvisit" "0"
"2002" "26" "form.nextvisit" "0"
"2003" "27" "form.nextvisit" "0"
"2004" "28" "form.nextvisit" "0"
"2005" "29" "form.nextvisit" "0"
"2006" "30" "form.nextvisit" "0"
"2007" "31" "form.nextvisit" "0"
"2008" "32" "form.nextvisit" "0"
"2009" "33" "form.nextvisit" "0"
"2010" "34" "form.nextvisit" "0"
"2011" "35" "form.nextvisit" "0"
"2012" "36" "form.nextvisit" "0"
"2013" "37" "form.nextvisit" "0"
"2014" "38" "form.nextvisit" "0"
"2015" "1" "form.bp_visit_num" "39.4949963625441"
"2016" "2" "form.bp_visit_num" "43.0110851190611"
"2017" "3" "form.bp_visit_num" "18.4947320951882"
"2018" "4" "form.bp_visit_num" "177.28887584238"
"2019" "5" "form.bp_visit_num" "97.7774750584627"
"2020" "6" "form.bp_visit_num" "105.102794489813"
"2021" "7" "form.bp_visit_num" "71.6123326764617"
"2022" "8" "form.bp_visit_num" "79.875400805449"
"2023" "9" "form.bp_visit_num" "84.496519145613"
"2024" "10" "form.bp_visit_num" "63.8596306955323"
"2025" "11" "form.bp_visit_num" "87.587538583878"
"2026" "12" "form.bp_visit_num" "42.9459358406566"
"2027" "13" "form.bp_visit_num" "85.5696066406876"
"2028" "14" "form.bp_visit_num" "114.65215052484"
"2029" "15" "form.bp_visit_num" "74.5094493122581"
"2030" "16" "form.bp_visit_num" "41.0079569864433"
"2031" "17" "form.bp_visit_num" "52.6164152748905"
"2032" "18" "form.bp_visit_num" "44.8368137068945"
"2033" "19" "form.bp_visit_num" "39.8414043543644"
"2034" "20" "form.bp_visit_num" "38.4880416539198"
"2035" "21" "form.bp_visit_num" "54.2593137185312"
"2036" "22" "form.bp_visit_num" "55.8495197119925"
"2037" "23" "form.bp_visit_num" "65.268662785892"
"2038" "24" "form.bp_visit_num" "37.352605609394"
"2039" "25" "form.bp_visit_num" "54.0677111236372"
"2040" "26" "form.bp_visit_num" "45.6671832177345"
"2041" "27" "form.bp_visit_num" "59.2279600401595"
"2042" "28" "form.bp_visit_num" "110.249322136633"
"2043" "29" "form.bp_visit_num" "77.3609501583672"
"2044" "30" "form.bp_visit_num" "67.5544393944255"
"2045" "31" "form.bp_visit_num" "92.5948039284825"
"2046" "32" "form.bp_visit_num" "83.8014354186825"
"2047" "33" "form.bp_visit_num" "60.5628612260958"
"2048" "34" "form.bp_visit_num" "131.484023895865"
"2049" "35" "form.bp_visit_num" "103.759773753871"
"2050" "36" "form.bp_visit_num" "97.3758299639706"
"2051" "37" "form.bp_visit_num" "99.0550373727599"
"2052" "38" "form.bp_visit_num" "62.0891694352291"
"2053" "1" "form.bp1.counsel_tt" "22.2240945205976"
"2054" "2" "form.bp1.counsel_tt" "14.1759551772894"
"2055" "3" "form.bp1.counsel_tt" "16.5846663892014"
"2056" "4" "form.bp1.counsel_tt" "75.4954723037577"
"2057" "5" "form.bp1.counsel_tt" "78.2631941162841"
"2058" "6" "form.bp1.counsel_tt" "59.7592495375461"
"2059" "7" "form.bp1.counsel_tt" "45.7831427470711"
"2060" "8" "form.bp1.counsel_tt" "50.3199805793146"
"2061" "9" "form.bp1.counsel_tt" "63.1831375776721"
"2062" "10" "form.bp1.counsel_tt" "45.7455608655016"
"2063" "11" "form.bp1.counsel_tt" "49.6948452021637"
"2064" "12" "form.bp1.counsel_tt" "46.0756624483355"
"2065" "13" "form.bp1.counsel_tt" "59.1958779584339"
"2066" "14" "form.bp1.counsel_tt" "72.4473221678256"
"2067" "15" "form.bp1.counsel_tt" "73.9775840095672"
"2068" "16" "form.bp1.counsel_tt" "40.9490461055663"
"2069" "17" "form.bp1.counsel_tt" "39.2047181415122"
"2070" "18" "form.bp1.counsel_tt" "45.9808829303853"
"2071" "19" "form.bp1.counsel_tt" "44.6540923984508"
"2072" "20" "form.bp1.counsel_tt" "48.399474190699"
"2073" "21" "form.bp1.counsel_tt" "34.8740188564601"
"2074" "22" "form.bp1.counsel_tt" "44.3211676720505"
"2075" "23" "form.bp1.counsel_tt" "37.1120948634165"
"2076" "24" "form.bp1.counsel_tt" "38.1137321787458"
"2077" "25" "form.bp1.counsel_tt" "49.4834331453235"
"2078" "26" "form.bp1.counsel_tt" "49.1491236883915"
"2079" "27" "form.bp1.counsel_tt" "59.5487600162402"
"2080" "28" "form.bp1.counsel_tt" "72.1314893161879"
"2081" "29" "form.bp1.counsel_tt" "62.9981488016272"
"2082" "30" "form.bp1.counsel_tt" "0"
"2083" "31" "form.bp1.counsel_tt" "61.7538431931026"
"2084" "32" "form.bp1.counsel_tt" "75.9640965265599"
"2085" "33" "form.bp1.counsel_tt" "50.1802988199224"
"2086" "34" "form.bp1.counsel_tt" "82.6571687222153"
"2087" "35" "form.bp1.counsel_tt" "60.7834051135761"
"2088" "36" "form.bp1.counsel_tt" "63.1694574259909"
"2089" "37" "form.bp1.counsel_tt" "79.6188733879154"
"2090" "38" "form.bp1.counsel_tt" "56.2049561067346"
"2091" "1" "form.referral_prompt" "0"
"2092" "2" "form.referral_prompt" "0"
"2093" "3" "form.referral_prompt" "0"
"2094" "4" "form.referral_prompt" "0"
"2095" "5" "form.referral_prompt" "0"
"2096" "6" "form.referral_prompt" "0"
"2097" "7" "form.referral_prompt" "0"
"2098" "8" "form.referral_prompt" "0"
"2099" "9" "form.referral_prompt" "0"
"2100" "10" "form.referral_prompt" "0"
"2101" "11" "form.referral_prompt" "0"
"2102" "12" "form.referral_prompt" "0"
"2103" "13" "form.referral_prompt" "0"
"2104" "14" "form.referral_prompt" "0"
"2105" "15" "form.referral_prompt" "0"
"2106" "16" "form.referral_prompt" "0"
"2107" "17" "form.referral_prompt" "0"
"2108" "18" "form.referral_prompt" "0"
"2109" "19" "form.referral_prompt" "0"
"2110" "20" "form.referral_prompt" "0"
"2111" "21" "form.referral_prompt" "0"
"2112" "22" "form.referral_prompt" "0"
"2113" "23" "form.referral_prompt" "0"
"2114" "24" "form.referral_prompt" "0"
"2115" "25" "form.referral_prompt" "0"
"2116" "26" "form.referral_prompt" "0"
"2117" "27" "form.referral_prompt" "0"
"2118" "28" "form.referral_prompt" "0"
"2119" "29" "form.referral_prompt" "0"
"2120" "30" "form.referral_prompt" "0"
"2121" "31" "form.referral_prompt" "0"
"2122" "32" "form.referral_prompt" "0"
"2123" "33" "form.referral_prompt" "0"
"2124" "34" "form.referral_prompt" "0"
"2125" "35" "form.referral_prompt" "0"
"2126" "36" "form.referral_prompt" "0"
"2127" "37" "form.referral_prompt" "0"
"2128" "38" "form.referral_prompt" "0"
"2129" "1" "form.family_planning_group.risk_of_preg" "0"
"2130" "2" "form.family_planning_group.risk_of_preg" "0"
"2131" "3" "form.family_planning_group.risk_of_preg" "0"
"2132" "4" "form.family_planning_group.risk_of_preg" "0"
"2133" "5" "form.family_planning_group.risk_of_preg" "0"
"2134" "6" "form.family_planning_group.risk_of_preg" "11.7697361659463"
"2135" "7" "form.family_planning_group.risk_of_preg" "4.81082587913365"
"2136" "8" "form.family_planning_group.risk_of_preg" "6.58762065039284"
"2137" "9" "form.family_planning_group.risk_of_preg" "16.5856015607911"
"2138" "10" "form.family_planning_group.risk_of_preg" "7.79632545860099"
"2139" "11" "form.family_planning_group.risk_of_preg" "7.57018873628367"
"2140" "12" "form.family_planning_group.risk_of_preg" "0"
"2141" "13" "form.family_planning_group.risk_of_preg" "15.4268825035966"
"2142" "14" "form.family_planning_group.risk_of_preg" "15.6159564865291"
"2143" "15" "form.family_planning_group.risk_of_preg" "28.8625941297253"
"2144" "16" "form.family_planning_group.risk_of_preg" "0"
"2145" "17" "form.family_planning_group.risk_of_preg" "0"
"2146" "18" "form.family_planning_group.risk_of_preg" "8.87525255379616"
"2147" "19" "form.family_planning_group.risk_of_preg" "17.2505633996871"
"2148" "20" "form.family_planning_group.risk_of_preg" "0"
"2149" "21" "form.family_planning_group.risk_of_preg" "3.54063969262271"
"2150" "22" "form.family_planning_group.risk_of_preg" "7.68219925879409"
"2151" "23" "form.family_planning_group.risk_of_preg" "5.73942580031047"
"2152" "24" "form.family_planning_group.risk_of_preg" "14.2456607759712"
"2153" "25" "form.family_planning_group.risk_of_preg" "6.96328577312352"
"2154" "26" "form.family_planning_group.risk_of_preg" "12.0630182754802"
"2155" "27" "form.family_planning_group.risk_of_preg" "8.48635861276554"
"2156" "28" "form.family_planning_group.risk_of_preg" "6.72537913182878"
"2157" "29" "form.family_planning_group.risk_of_preg" "0"
"2158" "30" "form.family_planning_group.risk_of_preg" "4.88252150088373"
"2159" "31" "form.family_planning_group.risk_of_preg" "8.71484311485663"
"2160" "32" "form.family_planning_group.risk_of_preg" "10.2507366137543"
"2161" "33" "form.family_planning_group.risk_of_preg" "8.58803573286751"
"2162" "34" "form.family_planning_group.risk_of_preg" "14.9274296302545"
"2163" "35" "form.family_planning_group.risk_of_preg" "6.13381005244355"
"2164" "36" "form.family_planning_group.risk_of_preg" "0"
"2165" "37" "form.family_planning_group.risk_of_preg" "13.0815273802289"
"2166" "38" "form.family_planning_group.risk_of_preg" "0"
"2167" "1" "form.family_planning_group.institution_immediate" "0"
"2168" "2" "form.family_planning_group.institution_immediate" "6.32218266244877"
"2169" "3" "form.family_planning_group.institution_immediate" "18.2065601679277"
"2170" "4" "form.family_planning_group.institution_immediate" "42.9021445192251"
"2171" "5" "form.family_planning_group.institution_immediate" "31.4190944568007"
"2172" "6" "form.family_planning_group.institution_immediate" "27.6906344582377"
"2173" "7" "form.family_planning_group.institution_immediate" "36.8680542069587"
"2174" "8" "form.family_planning_group.institution_immediate" "50.6453974043782"
"2175" "9" "form.family_planning_group.institution_immediate" "41.9905944670323"
"2176" "10" "form.family_planning_group.institution_immediate" "31.8564125441709"
"2177" "11" "form.family_planning_group.institution_immediate" "35.2468488337853"
"2178" "12" "form.family_planning_group.institution_immediate" "39.7842353512286"
"2179" "13" "form.family_planning_group.institution_immediate" "49.9435863595756"
"2180" "14" "form.family_planning_group.institution_immediate" "63.7176906366842"
"2181" "15" "form.family_planning_group.institution_immediate" "52.3207414937088"
"2182" "16" "form.family_planning_group.institution_immediate" "33.1875358279327"
"2183" "17" "form.family_planning_group.institution_immediate" "28.3419219463145"
"2184" "18" "form.family_planning_group.institution_immediate" "44.3844694616059"
"2185" "19" "form.family_planning_group.institution_immediate" "28.0246711242548"
"2186" "20" "form.family_planning_group.institution_immediate" "34.8195269887157"
"2187" "21" "form.family_planning_group.institution_immediate" "29.4488629397006"
"2188" "22" "form.family_planning_group.institution_immediate" "23.1325319782871"
"2189" "23" "form.family_planning_group.institution_immediate" "25.1506612991688"
"2190" "24" "form.family_planning_group.institution_immediate" "21.2283075565271"
"2191" "25" "form.family_planning_group.institution_immediate" "32.5250399238966"
"2192" "26" "form.family_planning_group.institution_immediate" "31.4596086761826"
"2193" "27" "form.family_planning_group.institution_immediate" "37.5017716617168"
"2194" "28" "form.family_planning_group.institution_immediate" "33.3644542302822"
"2195" "29" "form.family_planning_group.institution_immediate" "37.4200654433035"
"2196" "30" "form.family_planning_group.institution_immediate" "30.5313760450008"
"2197" "31" "form.family_planning_group.institution_immediate" "36.3133556861666"
"2198" "32" "form.family_planning_group.institution_immediate" "44.2833920652786"
"2199" "33" "form.family_planning_group.institution_immediate" "38.8472348278355"
"2200" "34" "form.family_planning_group.institution_immediate" "60.6811061455147"
"2201" "35" "form.family_planning_group.institution_immediate" "39.1651087543819"
"2202" "36" "form.family_planning_group.institution_immediate" "58.3681530773135"
"2203" "37" "form.family_planning_group.institution_immediate" "53.4165507876765"
"2204" "38" "form.family_planning_group.institution_immediate" "0"
"2205" "1" "form.bp2.cord_care_vid" "0"
"2206" "2" "form.bp2.cord_care_vid" "0"
"2207" "3" "form.bp2.cord_care_vid" "0"
"2208" "4" "form.bp2.cord_care_vid" "0"
"2209" "5" "form.bp2.cord_care_vid" "0"
"2210" "6" "form.bp2.cord_care_vid" "0"
"2211" "7" "form.bp2.cord_care_vid" "0"
"2212" "8" "form.bp2.cord_care_vid" "0"
"2213" "9" "form.bp2.cord_care_vid" "0"
"2214" "10" "form.bp2.cord_care_vid" "0"
"2215" "11" "form.bp2.cord_care_vid" "0"
"2216" "12" "form.bp2.cord_care_vid" "0"
"2217" "13" "form.bp2.cord_care_vid" "0"
"2218" "14" "form.bp2.cord_care_vid" "0"
"2219" "15" "form.bp2.cord_care_vid" "0"
"2220" "16" "form.bp2.cord_care_vid" "0"
